Protein UniProt Acc.	EC Number
Q8UE38	2.7.4.3
B9JVQ8	2.7.4.3
Q0A982	2.7.4.3
Q2IJ70	2.7.4.3
O66490	2.7.4.3
A1K5I5	2.7.4.3
Q81VQ9	2.7.4.3
B7HJ69	2.7.4.3
B9IZL5	2.7.4.3
Q64XA6	2.7.4.3
A7Z0Q9	2.7.4.3
Q1LTX5	2.7.4.3
P61115	2.7.4.3
Q493A3	2.7.4.3
Q661K1	2.7.4.3
Q7W7G0	2.7.4.3
B2S658	2.7.4.3
B0BBB5	2.7.4.3
A6LPT2	2.7.4.3
B1KSK4	2.7.4.3
B9DYD0	2.7.4.3
Q8XHU4	2.7.4.3
Q47XA8	2.7.4.3
Q6NJ71	2.7.4.3
Q8FS39	2.7.4.3
P49973	2.7.4.3
C0QB12	2.7.4.3
Q250L1	2.7.4.3
B8DPG3	2.7.4.3
B7NIF6	2.7.4.3
B7M3W6	2.7.4.3
Q8FK84	2.7.4.3
B6I0C6	2.7.4.3
A6GZB9	2.7.4.3
B5EFS1	2.7.4.3
C6E4N6	2.7.4.3
Q4QNJ1	2.7.4.3
Q0I2Y5	2.7.4.3
C4K7W8	2.7.4.3
B0UT69	2.7.4.3
A4G7X8	2.7.4.3
B5Y0N3	2.7.4.3
B2GJ13	2.7.4.3
B3WAJ7	2.7.4.3
Q046A5	2.7.4.3
P58117	2.7.4.3
Q5X5F4	2.7.4.3
A5IBQ3	2.7.4.3
Q72NI2	2.7.4.3
B0SA26	2.7.4.3
B8DB29	2.7.4.3
A0ALU7	2.7.4.3
Q65UF7	2.7.4.3
B1HMV9	2.7.4.3
Q0W1W4	2.7.4.3
B8ELE2	2.7.4.3
C5CC42	2.7.4.3
Q6MSP5	2.7.4.3
Q98Q02	2.7.4.3
Q6KI35	2.7.4.3
A5U0B9	2.7.4.3
P9WKF5	2.7.4.3
Q5F9J3	2.7.4.3
B4RKA2	2.7.4.3
A1KT73	2.7.4.3
Q59627	2.7.4.3
Q1QN09	2.7.4.3
A6Q322	2.7.4.3
Q2G8V9	2.7.4.3
Q6YR01	2.7.4.3
A7HWT2	2.7.4.3
B2T6M4	2.7.4.3
P57837	2.7.4.3
Q6D7Z5	2.7.4.3
Q18CH9	2.7.4.3
Q4FLN8	2.7.4.3
Q7UZW3	2.7.4.3
A6V1A1	2.7.4.3
Q02RF8	2.7.4.3
Q1IDV1	2.7.4.3
Q3IKQ1	2.7.4.3
P0A137	2.7.4.3
Q886R8	2.7.4.3
A1STI3	2.7.4.3
B3PWU2	2.7.4.3
Q98N36	2.7.4.3
B6IRS7	2.7.4.3
Q21TN6	2.7.4.3
A8GPC9	2.7.4.3
Q9ZCS6	2.7.4.3
A8M508	2.7.4.3
Q2S1E4	2.7.4.3
A8GAV3	2.7.4.3
A1S566	2.7.4.3
Q12PB0	2.7.4.3
Q32J54	2.7.4.3
Q6G792	2.7.4.3
P35141	2.7.4.3
C0M6X3	2.7.4.3
Q8P2Z4	2.7.4.3
Q1JE38	2.7.4.3
Q1J8Z2	2.7.4.3
B8ZKQ1	2.7.4.3
Q97SU1	2.7.4.3
C0ME26	2.7.4.3
A4VYR4	2.7.4.3
Q5M2D4	2.7.4.3
C1CC27	2.7.4.3
A5GVX9	2.7.4.3
C5A5D0	2.7.4.3
A5IMA4	2.7.4.3
B0K5R3	2.7.4.3
C4L8U2	2.7.4.3
Q3SIR8	2.7.4.3
O61069	2.7.4.3
Q83G05	2.7.4.3
A1WSH6	2.7.4.3
C3LTN4	2.7.4.3
B5FBZ5	2.7.4.3
Q8DFM1	2.7.4.3
Q8P5P5	2.7.4.3
A7IPP9	2.7.4.3
A1JNB1	2.7.4.3
Q66DP7	2.7.4.3
A9A6L6	2.3.1.234; 2.7.11.1
Q6M056	2.3.1.234; 2.7.11.1
A6US28	2.3.1.234; 2.7.11.1
O29153	2.3.1.234
Q3IMN2	2.3.1.234; 2.7.11.1
A8MCC8	2.3.1.234
Q6FLI1	2.3.1.234
Q9UXT7	2.3.1.234
A1RVQ8	2.3.1.234
Q4JAG1	2.3.1.234
Q7V0C4	2.7.11.1
P97924	2.7.11.1
P25920	2.1.1.180
Q8RHX7	5.4.3.3
Q8RHX8	5.4.3.3
Q65CC7	2.4.1.301
Q9C5Y2	1.14.13.79
P21137	2.7.11.11
P00517	2.7.11.11
P36887	2.7.11.11
P05131	2.7.11.11
P22694	2.7.11.11
Q12657	2.7.1.25
Q9C2Y6	2.7.1.25
B1YTH4	1.11.1.21
B7I4D5	1.11.1.21
B0V4K1	1.11.1.21
A5FZM1	1.11.1.21
A2Q7T1	1.11.1.21
A3MPB8	1.11.1.21
B0R9V8	1.11.1.21
D8INT8	1.11.1.21
A6VVN4	1.11.1.21
A7I6W6	1.11.1.21
B3E099	1.11.1.21
A0QGA4	1.11.1.21
P46817	1.11.1.21
Q04657	1.11.1.21
Q73ZD5	1.11.1.21
Q9R2E9	1.11.1.21
A1DAL6	1.11.1.21
Q3SWP3	1.11.1.21
Q3A5D3	1.11.1.21
B4R8U3	1.11.1.21
Q12FQ6	1.11.1.21
Q48E42	1.11.1.21
Q1IAY6	1.11.1.21
A8F6I7	1.11.1.21
B0KNK9	1.11.1.21
A5W241	1.11.1.21
B2UBU5	1.11.1.21
B3Q4F9	1.11.1.21
Q2JZT8	1.11.1.21
Q987S0	1.11.1.21
B4T0V5	1.11.1.21
Q2RZX7	1.11.1.21
Q8Z303	1.11.1.21
A8GGQ0	1.11.1.21
Q0SY48	1.11.1.21
Q6W102	1.11.1.21
A0ACX8	1.11.1.21
B1W5Q9	1.11.1.21
A5GJV3	1.11.1.21
A7MZ01	1.11.1.21
C3LMN9	1.11.1.21
Q8D951	1.11.1.21
Q4US88	1.11.1.21
Q9PBB2	1.11.1.21
Q1C435	1.11.1.21
Q1CLM4	1.11.1.21
B1JJB5	1.11.1.21
Q5U3S1	3.6.4.3
Q9BW62	3.6.4.3
B3EX35	3.6.4.3
Q9D3R6	3.6.4.3
P0AB77	2.3.1.29
Q8SS96	2.7.11.1
P23292	2.7.11.1
P67827	2.7.11.1
P42168	2.7.11.1
P67962	2.7.11.1
P48729	2.7.11.1
Q7T2E3	2.7.11.1
P81123	2.7.11.1
A7E3X2	2.7.11.1
Q9HCP0	2.7.11.1
Q62761	2.7.11.1
Q8BVP5	2.7.11.1
Q62763	2.7.11.1
Q6QNL9	2.7.11.1
Q7RBX5	2.7.11.1
Q4PJK1	1.1.1.-
Q14722	1.1.1.-
Q27955	1.1.1.-
P62482	1.1.1.-
Q63450	2.7.11.17
Q14012	2.7.11.17
Q9UQM7	2.7.11.17
Q5RCC4	2.7.11.17
Q3MHJ9	2.7.11.17
P28652	2.7.11.17
Q13557	2.7.11.17
Q13555	2.7.11.17
P11730	2.7.11.17
P22517	2.7.11.17
Q16566	2.7.11.17
P25389	2.7.11.1
B0VHH0	2.3.1.247
Q8RHX2	2.3.1.247
Q7T321	2.3.2.27
Q9P0J7	2.3.2.27
Q8L9C4	1.1.1.330
Q04447	2.7.3.2
Q9XSC6	2.7.3.2
P07335	2.7.3.2
O77814	2.7.3.2
P70079	2.7.3.2
P12532	2.7.3.2
Q9SIB2	2.3.1.199
Q9LN49	2.3.1.199
B6EIX9	2.7.4.25
C3P584	2.7.4.25
B7JGY2	2.7.4.25
B7HHQ0	2.7.4.25
Q9RND6	2.7.4.25
A9M6N1	2.7.4.25
A5VMX5	2.7.4.25
Q8G3C3	2.7.4.25
B1YV34	2.7.4.25
B4EB41	2.7.4.25
A9ADV5	2.7.4.25
A1V6M2	2.7.4.25
Q8RA78	2.7.4.25
B0T271	2.7.4.25
Q5ZKE7	2.7.4.14; 2.7.4.6
B3QSU1	2.7.4.25
Q97I08	2.7.4.25
B1KSB1	2.7.4.25
Q8XLF7	2.7.4.25
Q895G1	2.7.4.25
Q6NHE2	2.7.4.25
Q8FTK6	2.7.4.25
Q1LQG9	2.7.4.25
Q9RRE9	2.7.4.25
B8D5U4	2.7.4.25
A5EWQ0	2.7.4.25
A7ZJZ9	2.7.4.25
P0A6I2	2.7.4.25
A7ZYL3	2.7.4.25
Q04ZI4	2.7.4.25
Q8F6P4	2.7.4.25
Q92A69	2.7.4.25
Q0W1W1	2.7.4.25
Q46GC2	2.7.4.25
Q608S6	2.7.4.25
Q58071	2.7.4.25
A4FYK1	2.7.4.25
A9A698	2.7.4.25
B8GKF9	2.7.4.25
A5UL61	2.7.4.25
O26138	2.7.4.25
A6USC1	2.7.4.25
A0QH60	2.7.4.25
A5IZG6	2.7.4.25
Q601X7	2.7.4.25
Q6MTJ7	2.7.4.25
Q98RC0	2.7.4.25
P9WPA8	2.7.4.25
Q3IMV8	2.7.4.25
A1KUC8	2.7.4.25
Q82TD5	2.7.4.25
Q2J2F8	2.7.4.25
B3Q5Z9	2.7.4.25
C3PNP6	2.7.4.25
A6WNM9	2.7.4.25
B0TT44	2.7.4.25
A4Y731	2.7.4.25
Q0HIX0	2.7.4.25
B2TUH1	2.7.4.25
A6UF45	2.7.4.25
P63806	2.7.4.25
Q5HP68	2.7.4.25
Q49XT1	2.7.4.25
B1W221	2.7.4.25
Q9A0F0	2.7.4.25
Q5LZL6	2.7.4.25
A4QB97	4.2.1.41
B1Y3Z2	4.2.1.41
Q8EMK1	4.2.1.41
Q48E20	4.2.1.41
P42233	4.2.1.41
Q4ZNL5	4.2.1.41
Q92YS6	4.2.1.41
A7IKQ7	4.2.1.41
O87682	1.5.99.14
Q65R39	2.7.1.166
Q87T74	2.7.1.166
Q6GKN3	3.6.3.12
P63683	3.6.3.12
P03960	3.6.3.12
B2VJK3	3.6.3.12
B7LKR7	3.6.3.12
A6T6D8	3.6.3.12
C1KZN5	3.6.3.12
P9WPU3	3.6.3.12
A4SZG8	3.6.3.12
Q8XU11	3.6.3.12
Q92XJ0	3.6.3.12
B5QWE9	3.6.3.12
Q5PCJ7	3.6.3.12
B4TQ22	3.6.3.12
Q3Z4A6	3.6.3.12
A6QIS1	3.6.3.12
Q8ZD97	3.6.3.12
P9WGL2	2.7.13.3
A1TLS9	2.5.1.55
B0VQI5	2.5.1.55
B5EPM6	2.5.1.55
A6VP95	2.5.1.55
A1K7F7	2.5.1.55
Q6G026	2.5.1.55
Q57D06	2.5.1.55
Q8YHF1	2.5.1.55
A0K8N2	2.5.1.55
A3ML78	2.5.1.55
Q62J09	2.5.1.55
Q5L789	2.5.1.55
P0CD74	2.5.1.55
B6J4X2	2.5.1.55
A7MKA7	2.5.1.55
B8HXG7	2.5.1.55
Q6AQ79	2.5.1.55
A7ZKY9	2.5.1.55
Q8XDE7	2.5.1.55
C4ZTQ6	2.5.1.55
B7LSH5	2.5.1.55
A0Q5J1	2.5.1.55
Q17Z24	2.5.1.55
B5XW55	2.5.1.55
B4RMD6	2.5.1.55
Q9JZ55	2.5.1.55
B2JIX1	2.5.1.55
Q0HYK2	2.5.1.55
B2TZW3	2.5.1.55
B2FK85	2.5.1.55
A5GI92	2.5.1.55
B8GQ74	2.5.1.55
A5F692	2.5.1.55
Q7MAF1	2.5.1.55
B0RUK2	2.5.1.55
B2I936	2.5.1.55
B2T6M3	2.7.7.38
B2TAY9	2.7.7.38
A1TQ97	2.7.7.38
B0VD12	2.7.7.38
A0KLX9	2.7.7.38
A9M6P3	2.7.7.38
B0CI58	2.7.7.38
A0K9X0	2.7.7.38
A2S515	2.7.7.38
A3NS88	2.7.7.38
Q8YEH4	2.7.7.38
Q9PKL1	2.7.7.38
B0BBG2	2.7.7.38
Q1QX66	2.7.7.38
B1IW13	2.7.7.38
B2KD62	2.7.7.38
B7LN80	2.7.7.38
Q14GD1	2.7.7.38
A4IX75	2.7.7.38
B2SG51	2.7.7.38
Q39W63	2.7.7.38
Q4QPI6	2.7.7.38
Q0I2X5	2.7.7.38
A1WWF7	2.7.7.38
B6JKG1	2.7.7.38
Q9ZMK4	2.7.7.38
A4G7X9	2.7.7.38
A6T170	2.7.7.38
Q1IU72	2.7.7.38
A5ID77	2.7.7.38
B0SA58	2.7.7.38
B8ICG5	2.7.7.38
A2SIQ3	2.7.7.38
Q5F9Y9	2.7.7.38
A1IQS6	2.7.7.38
Q1QR80	2.7.7.38
Q3SVY8	2.7.7.38
A7HPP1	2.7.7.38
C6DFA4	2.7.7.38
A1APF8	2.7.7.38
A1VNK3	2.7.7.38
Q7MTW6	2.7.7.38
B7V149	2.7.7.38
Q3A370	2.7.7.38
Q4FS44	2.7.7.38
B2UB84	2.7.7.38
Q1MN23	2.7.7.38
Q7UI86	2.7.7.38
Q2IZ84	2.7.7.38
Q133H9	2.7.7.38
A8GN86	2.7.7.38
A8EZ55	2.7.7.38
Q68WZ5	2.7.7.38
A9MHW5	2.7.7.38
A8GCI3	2.7.7.38
A3D555	2.7.7.90
Q083F6	2.7.7.90
A4Y7B5	2.7.7.90
Q0HJ42	2.7.7.90
B2TUG1	2.7.7.38
Q83LN8	2.7.7.38
C5CKW0	2.7.7.38
Q9KQX2	2.7.7.38
Q87R14	2.7.7.38
Q7M829	2.7.7.38
Q8P8W6	2.7.7.38
Q5H0H2	2.7.7.38
A7IIM9	2.7.7.38
Q9PB46	2.7.7.38
Q87BW1	2.7.7.38
A9R7J3	2.7.7.38
Q1CGH5	2.7.7.38
P0ABZ5	3.1.3.45
P0ABZ4	3.1.3.45
Q8Z3G5	3.1.3.45
P45395	5.3.1.13
Q9HVW0	5.3.1.13
Q83JF4	5.3.1.13
Q8D1Q8	5.3.1.13
Q6GV12	1.1.1.102
F0T4D1	2.4.99.12; 2.4.99.13; 2.4.99.14; 2.4.99.15
Q838L9	5.3.1.17
Q832G5	5.3.1.17
P0AC75	2.4.99.12; 2.4.99.13
B9MNC2	5.3.1.17
A9KNI2	5.3.1.17
B1XED7	5.3.1.17
B1IU01	5.3.1.17
B7N775	5.3.1.17
B6I6W8	5.3.1.17
C5BFL5	5.3.1.17
Q03U25	5.3.1.17
B4RGF4	5.3.1.17
A4WV81	5.3.1.17
Q31XE5	5.3.1.17
Q8PR01	5.3.1.17
Q4V0C6	5.3.1.17
A1JMF5	5.3.1.17
Q1C713	5.3.1.17
Q8ZFH8	5.3.1.17
B1JJ01	5.3.1.17
A8AQP1	1.6.5.2
A6QX86	3.4.16.6
C5JN54	3.4.16.6
C5FTV7	3.4.16.6
A1CQL5	3.4.16.6
Q4WTK9	3.4.16.6
Q0CCR9	3.4.16.6
Q2GYB7	3.4.16.6
E3QDT3	3.4.16.6
Q5BDJ6	3.4.16.6
A4RE47	3.4.16.6
E7R7R2	3.4.16.6
D5G4B1	3.4.16.6
Q6CFP3	3.4.16.6
E7NHF8	3.4.16.6
P09620	3.4.16.6
P13134	3.4.21.61
Q566U4	3.5.1.9
Q63HM1	3.5.1.9
A3GGU3	3.5.1.9
P32023	2.7.11.12
P72197	3.4.22.47
Q1JUP4	1.2.1.26; 1.2.1.24
Q0VT94	2.7.4.8
Q5P3M0	2.7.4.8
Q5L9N9	2.7.4.8
Q5WFK3	2.7.4.8
Q6G053	2.7.4.8
P60549	2.7.4.8
Q491W5	2.7.4.8
Q7W6B2	2.7.4.8
P46195	2.7.4.8
P57509	2.7.4.8
O84033	2.7.4.8
Q0TPK6	2.7.4.8
P60550	2.7.4.8
Q4JVH4	2.7.4.8
Q83EL7	2.7.4.8
Q479A8	2.7.4.8
Q3ZWD8	2.7.4.8
Q9RS38	2.7.4.8
Q30XT1	2.7.4.8
Q6AJ91	2.7.4.8
Q54XF2	2.7.4.8
Q0TBG1	2.7.4.8
Q2GHE0	2.7.4.8
Q5L0S8	2.7.4.8
Q0BPZ9	2.7.4.8
Q0I5L8	2.7.4.8
Q1CUI1	2.7.4.8
P56103	2.7.4.8
Q0C093	2.7.4.8
Q16774	2.7.4.8
Q601H3	2.7.4.8
Q9CCQ7	2.7.4.8
P60553	2.7.4.8
P75526	2.7.4.8
Q5YTM7	2.7.4.8
P60554	2.7.4.8
Q13V49	2.7.4.8
Q182S8	2.7.4.8
P31006	2.7.4.8
Q7MWS7	2.7.4.8
P60555	2.7.4.8
Q46GV6	2.7.4.8
Q9HTM2	2.7.4.8
Q4FQY7	2.7.4.8
Q2KA85	2.7.4.8
P60556	2.7.4.8
Q1AVZ3	2.7.4.8
Q31DP7	2.7.4.8
P60158	3.2.-.-
A7IY64	3.2.-.-
Q47EN5	2.8.1.7
B7UGX6	2.8.1.7
P57657	2.8.1.7
B8F356	2.8.1.7
Q9ZML2	2.8.1.7
O25008	2.8.1.7
A6TCF1	2.8.1.7
B4RMB8	2.8.1.7
Q9JYY0	2.8.1.7
A6V0U8	2.8.1.7
Q1IEJ2	2.8.1.7
Q3IFI3	2.8.1.7
A8F204	2.8.1.7
C4K1Z7	2.8.1.7
B8CMW5	2.8.1.7
A5CWM6	2.8.1.7
Q9KTY2	2.8.1.7
Q8DEY7	2.8.1.7
A9AIT5	2.7.7.60
Q7VZN2	2.7.7.60
A4XLJ3	2.7.7.60
Q253C1	2.7.7.60
B3EQ34	2.7.7.60
Q9Z7X5	2.7.7.60
Q1QU73	2.7.7.60
Q3KLN6	2.7.7.60
A7GJ99	2.7.7.60
A5N4M5	2.7.7.60
Q8XHQ3	2.7.7.60
Q487E9	2.7.7.60
Q4JXJ7	2.7.7.60
Q472F2	2.7.7.60
A5FP88	2.7.7.60
B5Z3A9	2.7.7.60
A8A3M6	2.7.7.60
B1IUT2	2.7.7.60
B7N6X7	2.7.7.60
A4WDV2	2.7.7.60
Q8R6H2	2.7.7.60
A4IJG4	2.7.7.60
Q7NGU6	2.7.7.60
Q7VLT5	2.7.7.60
O05029	2.7.7.60
A1WWZ0	2.7.7.60
A4D126	2.7.7.-
Q04VR0	2.7.7.60
A1KPR8	2.7.7.60
B2HJ23	2.7.7.60
P9WKG9	2.7.7.60
A1KUV0	2.7.7.60
B2J1D2	2.7.7.60
B2T3X2	2.7.7.60
Q6D1B3	2.7.7.60
A5D5L4	2.7.7.60
Q7N8K7	2.7.7.60
Q7MUQ9	2.7.7.60
Q7V2M1	2.7.7.60
Q1Q9K8	2.7.7.60
C0ZPR7	2.7.7.60
Q3J2K9	2.7.7.60
A4F6W3	2.7.7.60
B5QW18	2.7.7.60
Q5PEG1	2.7.7.60
A8G9Z2	2.7.7.60
Q8Z471	2.7.7.60
A8FST0	2.7.7.60
Q32CI3	2.7.7.60
A5GMW9	2.7.7.60
Q87LQ2	2.7.7.60
A4TPZ7	2.7.7.60
B7GYQ7	2.7.1.148
Q1CLR6	2.7.7.60
A3N0D8	2.7.1.148
A6VQ56	2.7.1.148
B9KIB9	2.7.1.148
A1K3G8	2.7.1.148
Q3M3F2	2.7.1.148
A8HU60	2.7.1.148
Q5LC56	2.7.1.148
A7Z0G9	2.7.1.148
Q6G0G3	2.7.1.148
B3DP37	2.7.1.148
Q492W0	2.7.1.148
Q7VUH0	2.7.1.148
B9MJX8	2.7.1.148
A8FMF7	2.7.1.148
Q5HU00	2.7.1.148
A4SFS4	2.7.1.148
B0BAR0	2.7.1.148
Q7NQS8	2.7.1.148
A4IZZ4	2.7.1.148
Q5L3V4	2.7.1.148
C6E4K5	2.7.1.148
Q7VL54	2.7.1.148
P45271	2.7.1.148
B0TB90	2.7.1.148
Q5QV06	2.7.1.148
A6W6U5	2.7.1.148
B2G5J0	2.7.1.148
Q1MQD8	2.7.1.148
B0UUJ6	2.7.1.148
B8DGN5	2.7.1.148
A0AEZ5	2.7.1.148
A0L5U5	2.7.1.148
A6W1C6	2.7.1.148
Q60A17	2.7.1.148
Q2RMC8	2.7.1.148
A1KHE9	2.7.1.148
B8ZU60	2.7.1.148
B2HDJ9	2.7.1.148
A0R3D7	2.7.1.148
Q5F9F6	2.7.1.148
Q9JZW4	2.7.1.148
Q82TQ3	2.7.1.148
Q3JDR0	2.7.1.148
B2JCP0	2.7.1.148
Q145X1	2.7.1.148
C6DHY4	2.7.1.148
Q181G8	2.7.1.148
Q6LNB1	2.7.1.148
A4T067	2.7.1.148
Q6AAD6	2.7.1.148
A2BWR1	2.7.1.148
Q7V7W1	2.7.1.148
Q02G05	2.7.1.148
B5ZS25	2.7.1.148
Q21XW4	2.7.1.148
Q5LX98	2.7.1.148
B4TXU6	2.7.1.148
A4X310	2.7.1.148
C0Q357	2.7.1.148
A6WSF3	2.7.1.148
B8CQV5	2.7.1.148
Q0HYL1	2.7.1.148
Q47SX2	2.7.1.148
A5IMJ0	2.7.1.148
Q5N2S7	2.7.1.148
B5YG57	2.7.1.148
O83386	2.7.1.148
C5CYZ4	2.7.1.148
A7MY79	2.7.1.148
Q87RN7	2.7.1.148
Q1C857	2.7.1.148
A9QZ11	2.7.1.148
B7ISZ6	4.6.1.12
B7HQS1	4.6.1.12
B9IZH1	4.6.1.12
Q63HB3	4.6.1.12
Q64P34	4.6.1.12
Q6HPT1	4.6.1.12
A8F959	4.6.1.12
A6L0V6	4.6.1.12
B7GT04	4.6.1.12
Q2KUX6	4.6.1.12
Q7W5D0	4.6.1.12
Q7VZN1	4.6.1.12
Q1BHA4	4.6.1.12
B4EC22	4.6.1.12
A2SBD7	4.6.1.12
Q63T71	4.6.1.12
B3PJB0	4.6.1.12
A8ANW0	4.6.1.12
A5HXW3	4.6.1.12
A7G9H1	4.6.1.12
A0Q3K0	4.6.1.12
Q0SQN0	4.6.1.12
Q487E8	4.6.1.12
A4QH59	4.6.1.12
Q4JXJ6	4.6.1.12
B3R4U4	4.6.1.12
A1AEU0	4.6.1.12
B6I6D6	4.6.1.12
Q1R7U5	4.6.1.12
A4WDV1	4.6.1.12
A8LF85	4.6.1.12
Q2A3Z7	4.6.1.12
Q0BMD2	4.6.1.12
Q5NFU1	4.6.1.12
Q5L432	4.6.1.12
A5G939	4.6.1.12
A5UE60	4.6.1.12
B8F4V8	4.6.1.12
B0URU8	4.6.1.12
A6W6E9	4.6.1.12
Q92F39	4.6.1.12
Q8YAB4	4.6.1.12
A1TZ51	4.6.1.12
Q1H2A2	4.6.1.12
B1MGY4	4.6.1.12
C1AI40	4.6.1.12
Q5Z2R2	4.6.1.12
Q8YQF0	4.6.1.12
B2JGK3	4.6.1.12
Q6D1B4	4.6.1.12
Q15P30	4.6.1.12
B7V8C1	4.6.1.12
Q4KHF0	4.6.1.12
A4XWR4	4.6.1.12
B0KSC5	4.6.1.12
Q886L7	4.6.1.12
Q0HL69	4.6.1.12
B1KPT3	4.6.1.12
Q32CI4	4.6.1.12
Q3YYB6	4.6.1.12
Q027G2	4.6.1.12
Q9L0Q7	4.6.1.12
Q2LUT1	4.6.1.12
A0LIS1	4.6.1.12
Q2JNA9	4.6.1.12
Q0AUF5	4.6.1.12
Q9WZB5	4.6.1.12
Q3SK37	4.6.1.12
B8GQ78	4.6.1.12
Q72HP8	4.6.1.12
Q5E329	4.6.1.12
Q8DC59	4.6.1.12
Q8D224	4.6.1.12
Q3BUS7	4.6.1.12
A1V4K1	1.17.7.3
Q63UT3	1.17.7.3
A7GZ54	1.17.7.3
Q9PPM1	1.17.7.3
B8ZRU5	1.17.7.3
Q8EUI6	1.17.7.3
P9WKG3	1.17.7.3
B4RMG4	1.17.7.3
A1KUD8	1.17.7.3
Q1QQI9	1.17.7.3
P58666	1.17.7.1
Q6K8J4	1.17.7.1
C6DBH4	1.17.7.3
Q02RV7	1.17.7.3
Q4K6U9	1.17.7.3
A9N201	1.17.7.3
Q0HX57	1.17.7.3
Q32D47	1.17.7.3
Q3YZ37	1.17.7.3
Q2NS40	1.17.7.3
B4SRZ0	1.17.7.3
Q9PAE3	1.17.7.3
Q1C5I8	1.17.7.3
Q6N3G0	1.17.7.4
I1WW99	1.17.7.4
P0A5I3	1.17.7.4
P9WKF9	1.17.7.4
Q9RBJ0	1.17.7.4
B7IAU0	1.17.7.4
A3M9H2	1.17.7.4
B7JBD6	1.17.7.4
B3GYK1	1.17.7.4
A4SIX8	1.17.7.4
B9JAQ2	1.17.7.4
B6ENC7	1.17.7.4
A8MFE2	1.17.7.4
B9KIX9	1.17.7.4
Q3M8X6	1.17.7.4
O67625	1.17.7.4
B3EFF5	1.17.7.4
A1BDJ5	1.17.7.4
Q0STT3	1.17.7.4
Q486R1	1.17.7.4
B1WTZ2	1.17.7.4
B7KEG3	1.17.7.4
B8HWD3	1.17.7.4
Q316F5	1.17.7.4
B8J3G9	1.17.7.4
Q47BK8	1.17.7.4
A8LLC7	1.17.7.4
B8E2T7	1.17.7.4
Q48NK3	1.17.7.4
Q3K6L8	1.17.7.4
B1JF80	1.17.7.4
A8F7S0	1.17.7.4
Q0S489	1.17.7.4
Q3J5X0	1.17.7.4
Q5LNJ7	1.17.7.4
B5F728	1.17.7.4
Q57TL2	1.17.7.4
B4TIE9	1.17.7.4
B4T6H5	1.17.7.4
A8H1H6	1.17.7.4
Q0T8G5	1.17.7.4
Q6GHH5	2.5.1.-
Q8DXD5	2.5.1.-
P0DH33	2.5.1.-
Q8DRB3	2.5.1.-
Q5M677	2.5.1.-
Q8DI29	2.5.1.-
Q9X1B8	2.5.1.-
O87197	2.5.1.-
Q5SH15	2.5.1.-
O83612	2.5.1.-
Q9X5F1	2.5.1.-
P29139	3.4.21.-
Q758T2	2.7.11.1
Q4DRX4	3.6.1.9
Q4WTN9	3.6.1.9
Q6FUV2	3.6.1.9
A8NZ80	3.6.1.9
Q6BIT7	3.6.1.9
Q9VMW7	3.6.1.9
E0VVF6	3.6.1.9
Q47317	2.3.1.102
P11295	1.14.13.59
Q7KWM9	3.2.2.-
Q75IM9	1.3.8.4
Q09178	2.7.10.2
O12990	2.7.10.2
O19064	2.7.10.2
Q62137	2.7.10.2
Q623U2	1.14.11.-
Q9U6D2	2.7.11.24
Q5BJY4	3.4.19.12
D4GYE6	2.7.1.56
Q54Y03	2.7.4.3
C3MWU3	2.7.4.3
Q976L5	2.7.4.3
Q5UXG8	2.7.4.3
B5Z6Y9	2.7.4.3
Q9ZLL8	2.7.4.3
B4U765	2.7.4.3
A6T169	2.7.4.3
Q28UT2	2.7.4.3
Q5FM70	2.7.4.3
A8YXM6	2.7.4.3
Q74L69	2.7.4.3
C1KZF9	2.7.4.3
Q0ANS1	2.7.4.3
B1Z772	2.7.4.3
B1LWQ5	2.7.4.3
B1MGB3	2.7.4.3
A1KGL4	2.7.4.3
Q601J4	2.7.4.3
P47417	2.7.4.3
A3PVF5	2.7.4.3
A0QSH8	2.7.4.3
Q3IMW0	2.7.4.3
P0DH56	2.7.4.3
P49981	2.7.4.3
A1SNJ7	2.7.4.3
A5CCJ2	2.7.4.3
P10772	2.7.4.3
Q3A6M6	2.7.4.3
Q13UR8	2.7.4.3
B4R8N8	2.7.4.3
A4SVI8	2.7.4.3
B4S810	2.7.4.3
A2C4Y0	2.7.4.3
A8G742	2.7.4.3
B4F1Q2	2.7.4.3
Q15RT7	2.7.4.3
A4XXP5	2.7.4.3
A5W880	2.7.4.3
B1JD29	2.7.4.3
Q9UZN1	2.7.4.3
O58844	2.7.4.3
Q8XWE1	2.7.4.3
Q2K9J5	2.7.4.3
C3PP86	2.7.4.3
Q1RHP2	2.7.4.3
C4K2F8	2.7.4.3
A8GT48	2.7.4.3
A1AVD5	2.7.4.3
B5EXN0	2.7.4.3
B5FLJ7	2.7.4.3
Q5PFK8	2.7.4.3
P0A1V5	2.7.4.3
B8E732	2.7.4.3
A4Y7T5	2.7.4.3
A0KY01	2.7.4.3
A1RIQ3	2.7.4.3
Q325C2	2.7.4.3
Q83M40	2.7.4.3
A9FGE0	2.7.4.3
A5V5Y1	2.7.4.3
P65201	2.7.4.3
P65202	2.7.4.3
P65203	2.7.4.3
B4SI37	2.7.4.3
B2FT48	2.7.4.3
Q04ML5	2.7.4.3
C1CAN3	2.7.4.3
Q1JNZ6	2.7.4.3
Q48VS8	2.7.4.3
P0DB93	2.7.4.3
A4VSH4	2.7.4.3
